ticker,Company Name,Industry,sector,is_fo_stock,fo_category,Include,stage,stage_raw,stage_variant,stage_classification,stage_display,stage_confidence,stage_reason,stage_state_reason,stage_failed_since,last_stage2_date,stage_pending_raw,daily_setup_bucket,weekly_setup_bucket,combined_bucket,daily_score,weekly_score,combined_score,industry_boost,final_daily_score,final_weekly_score,final_combined_score,rs_3m_pct,rs_6m_pct,avg_turnover_inr,notes,current_rank,prev_rank,prev_stage,prev_daily_setup_bucket,prev_weekly_setup_bucket,prev_score,rank_change,combined_score_change,new_daily_breakout,new_weekly_breakout,entered_stage_2,new_top_10,new_top_20
AKUMS.NS,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,43.38,65.0,53.11,10.0,43.38,65.0,63.11,37.6,66.48,232882156.2,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",47,21,Stage 2,watchlist,weekly_breakout,73.57,-26,-10.459999999999994,False,False,False,False,False
NAZARA.NS,Nazara Technologies Limited,"Media, Entertainment & Publication",Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,forming_vcp,weekly_near_pivot,building_setup,57.71,69.24,62.9,0.0,57.71,69.24,62.9,14.12,20.29,685574124.01,"Stage 2, Stage 2, trend_template_ok, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",48,16,Stage 2,near_pivot,weekly_near_pivot,74.57,-32,-11.669999999999995,False,False,False,False,False
KTKBANK.NS,The Karnataka Bank Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,near_pivot,weekly_watchlist,watchlist,78.86,38.84,60.85,2.0,78.86,38.84,62.85,10.19,58.19,458589509.81,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup, weekly_volume_dryup",49,52,Stage 2,near_pivot,weekly_watchlist,67.63,3,-4.779999999999994,False,False,False,False,False
AIAENG.NS,AIA Engineering Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_forming,watchlist,43.62,62.1,51.94,10.0,43.62,62.1,61.94,16.82,26.18,418140577.66,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",50,62,Stage 2,watchlist,weekly_forming,66.16,12,-4.219999999999999,False,False,False,False,False
ATHERENERG.NS,Ather Energy Ltd.,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,42.0,74.9,56.81,5.0,42.0,74.9,61.81,36.31,115.47,6441526619.36,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",51,57,Stage 2,watchlist,weekly_near_pivot,66.76,6,-4.950000000000003,False,False,False,False,False
GRAVITA.NS,Gravita India Limited,Metals & Mining,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,55.56,69.26,61.73,0.0,55.56,69.26,61.73,12.73,21.88,544921015.48,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",52,99,Stage 2,watchlist,weekly_near_pivot,61.41,47,0.3200000000000003,False,False,False,False,False
INGERRAND.NS,Ingersoll Rand (India) Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,forming_vcp,weekly_watchlist,watchlist,68.92,30.72,51.73,10.0,68.92,30.72,61.73,9.28,49.91,56725579.55,"Stage 2, Clean Stage 2, trend_template_ok, daily_vcp_ok, volume_dryup, weekly_volume_dryup",53,60,Stage 2,forming_vcp,weekly_watchlist,66.26,7,-4.530000000000008,False,False,False,False,False
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,48.3,66.9,56.67,5.0,48.3,66.9,61.67,36.32,47.32,833304480.64,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_strong",54,44,Stage 2,watchlist,weekly_breakout,68.77,-10,-7.099999999999994,False,False,False,False,False
JAMNAAUTO.NS,Jamna Auto Industries Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,47.01,68.48,56.67,5.0,47.01,68.48,61.67,7.53,19.27,249449150.08,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",55,23,Stage 2,watchlist,weekly_near_pivot,72.88,-32,-11.209999999999994,False,False,False,False,False
SOUTHBANK.NS,The South Indian Bank Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,51.41,69.68,59.63,2.0,51.41,69.68,61.63,21.84,17.0,984698569.25,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_strong",56,95,Stage 2,watchlist,weekly_near_pivot,61.74,39,-0.10999999999999943,False,False,False,False,False
BHARATFORG.NS,Bharat Forge Limited,Capital Goods,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,65.98,34.0,51.59,10.0,65.98,34.0,61.59,16.87,63.93,2558833395.25,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup",57,59,Stage 2,watchlist,weekly_watchlist,66.54,2,-4.950000000000003,False,False,False,False,False
PDSL.NS,PDS Limited,Textiles,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_forming,watchlist,42.25,62.18,51.22,10.0,42.25,62.18,61.22,29.19,14.6,262637359.32,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",58,55,Stage 2,watchlist,weekly_forming,66.96,-3,-5.739999999999995,False,False,False,False,False
STLTECH.NS,Sterlite Technologies Limited,Telecommunication,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_forming,watchlist,38.26,66.9,51.15,10.0,38.26,66.9,61.15,99.21,510.43,1165366410.79,"Stage 2, Extended Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",59,145,Stage 2,watchlist,weekly_forming,56.32,86,4.829999999999998,False,False,False,False,False
SUPRAJIT.NS,Suprajit Engineering Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,43.58,70.15,55.54,5.0,43.58,70.15,60.54,18.24,14.27,71921636.58,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",60,74,Stage 2,watchlist,weekly_near_pivot,64.02,14,-3.479999999999997,False,False,False,False,False
HAL.NS,Hindustan Aeronautics Limited,Capital Goods,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,36.11,67.81,50.38,10.0,36.11,67.81,60.38,7.7,12.42,2738047313.94,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",61,72,Stage 2,watchlist,weekly_near_pivot,64.27,11,-3.8899999999999935,False,False,False,False,False
PRUDENT.NS,Prudent Corporate Advisory Services Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Messy Stage 2,Messy Stage 2,Stage 2 • Messy Stage 2,0.64,"Long-term structure is still constructive, but the short-term/weekly structure is not clean.",,,2026-07-21,,watchlist,weekly_forming,watchlist,56.15,61.09,58.37,2.0,56.15,61.09,60.37,4.03,28.82,48286703.64,"Stage 2, Messy Stage 2, trend_template_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",62,20,Stage 2,watchlist,weekly_near_pivot,73.58,-42,-13.21,False,False,False,False,False
WSTCSTPAPR.NS,West Coast Paper Mills Limited,Forest Materials,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,77.27,28.29,55.23,5.0,77.27,28.29,60.23,13.57,45.32,119690265.93,"Stage 2, Clean Stage 2, trend_template_ok",63,228,Stage 2,watchlist,weekly_watchlist,48.18,165,12.049999999999997,False,False,False,False,False
NH.NS,Narayana Hrudayalaya Ltd.,Healthcare,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,35.15,68.46,50.14,10.0,35.15,68.46,60.14,11.73,14.91,503133656.38,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",64,118,Stage 2,watchlist,weekly_near_pivot,59.56,54,0.5799999999999983,False,False,False,False,False
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,47.5,70.58,57.89,2.0,47.5,70.58,59.89,21.49,26.33,471370148.67,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",65,68,Stage 2,watchlist,weekly_near_pivot,64.99,3,-5.099999999999994,False,False,False,False,False
RKFORGE.NS,Ramkrishna Forgings Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,Stage 2 reclaimed after 3 confirmation runs.,,2026-07-21,,watchlist,weekly_forming,watchlist,40.74,60.73,49.74,10.0,40.74,60.73,59.74,3.95,25.31,741117983.02,"Stage 2, Stage 2, weekly_vcp_ok, weekly_strong",66,54,Stage 2 Failed,watchlist,weekly_forming,67.38,-12,-7.6399999999999935,False,False,True,False,False
KIRLOSIND.NS,Kirloskar Industries Limited,Capital Goods,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_forming,watchlist,38.97,62.87,49.73,10.0,38.97,62.87,59.73,18.42,32.28,55071986.14,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",67,69,Stage 2,watchlist,weekly_forming,64.92,2,-5.190000000000005,False,False,False,False,False
SCHAEFFLER.NS,Schaeffler India Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,42.88,69.06,54.66,5.0,42.88,69.06,59.66,-2.01,23.59,247101126.47,"Stage 2, Stage 2, weekly_vcp_ok, weekly_strong",68,73,Stage 2,watchlist,weekly_near_pivot,64.14,5,-4.480000000000004,False,False,False,False,False
DCBBANK.NS,DCB Bank Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Stage 2,Stage 2,Stage 2,0.76,Advancing structure detected.,,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,49.54,67.02,57.41,2.0,49.54,67.02,59.41,1.21,11.03,178693276.21,"Stage 2, Stage 2, weekly_vcp_ok, weekly_strong",69,70,Stage 2,watchlist,weekly_near_pivot,64.41,1,-5.0,False,False,False,False,False
WELENT.NS,Welspun Enterprises Limited,Construction,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,55.78,63.82,59.4,0.0,55.78,63.82,59.4,17.75,31.5,222704924.69,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",70,116,Stage 2,watchlist,weekly_breakout,59.61,46,-0.21000000000000085,False,False,False,False,False
PCBL.NS,PCBL LIMITED,Chemicals,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,40.88,70.93,54.4,5.0,40.88,70.93,59.4,12.1,28.19,383582199.73,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_strong",71,61,Stage 2,watchlist,weekly_breakout,66.16,-10,-6.759999999999998,False,False,False,False,False
VARROC.NS,Varroc Engineering Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,47.07,63.0,54.24,5.0,47.07,63.0,59.24,28.29,23.73,96390269.09,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",72,78,Stage 2,watchlist,weekly_breakout,63.76,6,-4.519999999999996,False,False,False,False,False
KARURVYSYA.NS,Karur Vysya Bank Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,52.39,63.09,57.21,2.0,52.39,63.09,59.21,15.45,37.4,2482649313.04,"Stage 2, Clean Stage 2, weekly_vcp_ok, weekly_strong",73,76,Stage 2,watchlist,weekly_breakout,63.91,3,-4.699999999999996,False,False,False,False,False
LICI.NS,Life Insurance Corporation Of India,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,48.19,67.89,57.05,2.0,48.19,67.89,59.05,7.29,13.59,1225280598.12,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",74,71,Stage 2,watchlist,weekly_breakout,64.28,-3,-5.230000000000004,False,False,False,False,False
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,Unknown,True,F&O,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_watchlist,watchlist,64.63,29.86,48.98,10.0,64.63,29.86,58.98,9.82,40.83,1960350665.38,"Stage 2, Clean Stage 2, trend_template_ok, volume_dryup, weekly_volume_dryup",75,85,Stage 2,watchlist,weekly_watchlist,63.03,10,-4.050000000000004,False,False,False,False,False
SFL.NS,Sheela Foam Limited,Consumer Durables,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_forming,watchlist,49.7,65.8,56.95,2.0,49.7,65.8,58.95,43.69,48.82,173118518.46,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",76,80,Stage 2,watchlist,weekly_forming,63.5,4,-4.549999999999997,False,False,False,False,False
ENDURANCE.NS,Endurance Technologies Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,41.39,69.24,53.92,5.0,41.39,69.24,58.92,17.2,17.17,334693163.33,"Stage 2, Early Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",77,77,Stage 2,watchlist,weekly_near_pivot,63.86,0,-4.939999999999998,False,False,False,False,False
SHAREINDIA.NS,Share India Securities Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Extended Stage 2,Extended Stage 2,Stage 2 • Extended Stage 2,0.78,"Advancing structure remains intact, but price is stretched versus key moving averages or far above the 52-week low.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,42.7,74.09,56.83,2.0,42.7,74.09,58.83,31.66,40.24,1528060640.28,"Stage 2, Extended Stage 2, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",78,81,Stage 2,watchlist,weekly_near_pivot,63.38,3,-4.550000000000004,False,True,False,False,False
FUSION.NS,Fusion Micro Finance Limited,Financial Services,Unknown,False,Cash,1,Stage 2,Stage 2,Clean Stage 2,Clean Stage 2,Stage 2 • Clean Stage 2,0.9,"Price is above rising key averages, weekly structure is supportive, and the stock is near its 52-week high.",,,2026-07-21,,watchlist,weekly_near_pivot,watchlist,44.17,72.26,56.81,2.0,44.17,72.26,58.81,23.92,40.67,305587300.02,"Stage 2, Clean Stage 2, trend_template_ok, weekly_vcp_ok, weekly_volume_dryup, weekly_strong",79,75,Stage 2,watchlist,weekly_breakout,63.95,-4,-5.140000000000001,False,False,False,False,False
SHRIRAMFIN.NS,Shriram Finance Ltd.,Financial Services,Unknown,True,F&O,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,47.39,68.31,56.8,2.0,47.39,68.31,58.8,10.81,14.33,5326740608.96,"Stage 2, Early Stage 2, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",80,40,Stage 2,watchlist,weekly_breakout,69.43,-40,-10.63000000000001,False,False,False,False,False
SUNDRMFAST.NS,Sundram Fasteners Limited,Automobile and Auto Components,Unknown,False,Cash,1,Stage 2,Stage 2,Early Stage 2,Early Stage 2,Stage 2 • Early Stage 2,0.72,"Price has moved above long-term structure, but the full moving-average stack is not clean yet.",,,2026-07-21,,watchlist,weekly_breakout,watchlist,48.0,60.7,53.72,5.0,48.0,60.7,58.72,18.47,10.55,104823651.97,"Stage 2, Early Stage 2, daily_vcp_ok, weekly_vcp_ok, volume_dryup, weekly_volume_dryup, weekly_strong",81,82,Stage 2,watchlist,weekly_breakout,63.34,1,-4.6200000000000045,False,False,False,False,False
