Company Name,Industry,Symbol,Series,ISIN Code,Ticker,sector,industry_group,is_fo_stock,fo_category,Include
HBL Engineering Ltd.,Capital Goods,HBLENGINE,EQ,INE292B01021,HBLENGINE.NS,Unknown,Unknown,False,Cash,1
Hindustan Construction Company Limited,Construction,HCC,EQ,INE549A01026,HCC.NS,Unknown,Unknown,False,Cash,1
Healthcare Global Enterprises Limited,Healthcare,HCG,EQ,INE075I01017,HCG.NS,Unknown,Unknown,False,Cash,1
HCL Technologies Limited,Information Technology,HCLTECH,EQ,INE860A01027,HCLTECH.NS,Unknown,Unknown,True,F&O,1
HDFC Asset Management Company Limited,Financial Services,HDFCAMC,EQ,INE127D01025,HDFCAMC.NS,Unknown,Unknown,True,F&O,1
HDFC Bank Limited,Financial Services,HDFCBANK,EQ,INE040A01034,HDFCBANK.NS,Unknown,Unknown,True,F&O,1
HDFC Life Insurance Company Limited,Financial Services,HDFCLIFE,EQ,INE795G01014,HDFCLIFE.NS,Unknown,Unknown,True,F&O,1
HEG Limited,Capital Goods,HEG,EQ,INE545A01016,HEG.NS,Unknown,Unknown,False,Cash,1
HeidelbergCement India Limited,Construction Materials,HEIDELBERG,EQ,INE578A01017,HEIDELBERG.NS,Unknown,Unknown,False,Cash,1
Hemisphere Properties India Limited,Realty,HEMIPROP,EQ,INE0AJG01018,HEMIPROP.NS,Unknown,Unknown,False,Cash,1
Hero MotoCorp Limited,Automobile and Auto Components,HEROMOTOCO,EQ,INE158A01026,HEROMOTOCO.NS,Unknown,Unknown,True,F&O,1
Hexaware Technologies Ltd.,Information Technology,HEXT,EQ,INE093A01041,HEXT.NS,Unknown,Unknown,False,Cash,1
HFCL Limited,Telecommunication,HFCL,EQ,INE548A01028,HFCL.NS,Unknown,Unknown,False,Cash,1
H.G. Infra Engineering Limited,Construction,HGINFRA,EQ,INE926X01010,HGINFRA.NS,Unknown,Unknown,False,Cash,1
Hinduja Global Solutions Limited,Services,HGS,EQ,INE170I01016,HGS.NS,Unknown,Unknown,False,Cash,1
Hikal Limited,Healthcare,HIKAL,EQ,INE475B01022,HIKAL.NS,Unknown,Unknown,False,Cash,1
Hindalco Industries Limited,Metals & Mining,HINDALCO,EQ,INE038A01020,HINDALCO.NS,Unknown,Unknown,True,F&O,1
Hindustan Copper Ltd.,Metals & Mining,HINDCOPPER,EQ,INE531E01026,HINDCOPPER.NS,Unknown,Unknown,False,Cash,1
Hindustan Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",HINDPETRO,EQ,INE094A01015,HINDPETRO.NS,Unknown,Unknown,True,F&O,1
Hindustan Unilever Limited,Fast Moving Consumer Goods,HINDUNILVR,EQ,INE030A01027,HINDUNILVR.NS,Unknown,Unknown,True,F&O,1
Hindware Home Innovation Limited,Consumer Durables,HINDWAREAP,EQ,INE05AN01011,HINDWAREAP.NS,Unknown,Unknown,False,Cash,1
Hindustan Zinc Limited,Metals & Mining,HINDZINC,EQ,INE267A01025,HINDZINC.NS,Unknown,Unknown,True,F&O,1
HLE Glascoat Limited,Capital Goods,HLEGLAS,EQ,INE461D01028,HLEGLAS.NS,Unknown,Unknown,False,Cash,1
Hindustan Foods Limited,Fast Moving Consumer Goods,HNDFDS,EQ,INE254N01026,HNDFDS.NS,Unknown,Unknown,False,Cash,1
Home First Finance Company India Limited,Financial Services,HOMEFIRST,EQ,INE481N01025,HOMEFIRST.NS,Unknown,Unknown,False,Cash,1
Honasa Consumer Ltd.,Fast Moving Consumer Goods,HONASA,EQ,INE0J5401028,HONASA.NS,Unknown,Unknown,False,Cash,1
Honeywell Automation India Limited,Capital Goods,HONAUT,EQ,INE671A01010,HONAUT.NS,Unknown,Unknown,False,Cash,1
Himadri Speciality Chemical Limited,Chemicals,HSCL,EQ,INE019C01026,HSCL.NS,Unknown,Unknown,False,Cash,1
Housing & Urban Development Corporation Limited,Financial Services,HUDCO,EQ,INE031A01017,HUDCO.NS,Unknown,Unknown,False,Cash,1
Hyundai Motor India Ltd.,Automobile and Auto Components,HYUNDAI,EQ,INE0V6F01027,HYUNDAI.NS,Unknown,Unknown,True,F&O,1
ICICI Bank Limited,Financial Services,ICICIBANK,EQ,INE090A01021,ICICIBANK.NS,Unknown,Unknown,True,F&O,1
ICICI Lombard General Insurance Company Limited,Financial Services,ICICIGI,EQ,INE765G01017,ICICIGI.NS,Unknown,Unknown,True,F&O,1
ICICI Prudential Life Insurance Company Limited,Financial Services,ICICIPRULI,EQ,INE726G01019,ICICIPRULI.NS,Unknown,Unknown,True,F&O,1
Indo Count Industries Limited,Textiles,ICIL,EQ,INE483B01026,ICIL.NS,Unknown,Unknown,False,Cash,1
ICRA Limited,Financial Services,ICRA,EQ,INE725G01011,ICRA.NS,Unknown,Unknown,False,Cash,1
IDBI Bank Limited,Financial Services,IDBI,EQ,INE008A01015,IDBI.NS,Unknown,Unknown,False,Cash,1
Vodafone Idea Limited,Telecommunication,IDEA,EQ,INE669E01016,IDEA.NS,Unknown,Unknown,True,F&O,1
IDFC First Bank Limited,Financial Services,IDFCFIRSTB,EQ,INE092T01019,IDFCFIRSTB.NS,Unknown,Unknown,True,F&O,1
Indian Energy Exchange Limited,Financial Services,IEX,EQ,INE022Q01020,IEX.NS,Unknown,Unknown,True,F&O,1
IFB Industries Limited,Consumer Durables,IFBIND,EQ,INE559A01017,IFBIND.NS,Unknown,Unknown,False,Cash,1
IFCI Limited,Financial Services,IFCI,EQ,INE039A01010,IFCI.NS,Unknown,Unknown,False,Cash,1
International Gemmological Institute (India) Ltd.,Services,IGIL,EQ,INE0Q9301021,IGIL.NS,Unknown,Unknown,False,Cash,1
Indraprastha Gas Limited,"Oil, Gas & Consumable Fuels",IGL,EQ,INE203G01027,IGL.NS,Unknown,Unknown,False,Cash,1
IIFL Finance Limited,Financial Services,IIFL,EQ,INE530B01024,IIFL.NS,Unknown,Unknown,False,Cash,1
Inventurus Knowledge Solutions Ltd.,Information Technology,IKS,EQ,INE115Q01022,IKS.NS,Unknown,Unknown,False,Cash,1
Imagicaaworld Entertainment Limited,Consumer Services,IMAGICAA,EQ,INE172N01012,IMAGICAA.NS,Unknown,Unknown,False,Cash,1
Indian Metals & Ferro Alloys Limited,Metals & Mining,IMFA,EQ,INE919H01018,IMFA.NS,Unknown,Unknown,False,Cash,1
Indegene Ltd.,Healthcare,INDGN,EQ,INE065X01017,INDGN.NS,Unknown,Unknown,False,Cash,1
The Indian Hotels Company Limited,Consumer Services,INDHOTEL,EQ,INE053A01029,INDHOTEL.NS,Unknown,Unknown,True,F&O,1
The India Cements Limited,Construction Materials,INDIACEM,EQ,INE383A01012,INDIACEM.NS,Unknown,Unknown,False,Cash,1
Indiamart Intermesh Limited,Consumer Services,INDIAMART,EQ,INE933S01016,INDIAMART.NS,Unknown,Unknown,False,Cash,1
Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,INDIANB.NS,Unknown,Unknown,True,F&O,1
InterGlobe Aviation Limited,Services,INDIGO,EQ,INE646L01027,INDIGO.NS,Unknown,Unknown,True,F&O,1
Indigo Paints Limited,Consumer Durables,INDIGOPNTS,EQ,INE09VQ01012,INDIGOPNTS.NS,Unknown,Unknown,False,Cash,1
IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012,INDUSINDBK.NS,Unknown,Unknown,True,F&O,1
Indus Towers Limited,Telecommunication,INDUSTOWER,EQ,INE121J01017,INDUSTOWER.NS,Unknown,Unknown,True,F&O,1
Infosys Limited,Information Technology,INFY,EQ,INE009A01021,INFY.NS,Unknown,Unknown,True,F&O,1
Ingersoll Rand (India) Limited,Capital Goods,INGERRAND,EQ,INE177A01018,INGERRAND.NS,Unknown,Unknown,False,Cash,1
INOX India Ltd.,Capital Goods,INOXINDIA,EQ,INE616N01034,INOXINDIA.NS,Unknown,Unknown,False,Cash,1
Inox Wind Limited,Capital Goods,INOXWIND,EQ,INE066P01011,INOXWIND.NS,Unknown,Unknown,True,F&O,1
Intellect Design Arena Limited,Information Technology,INTELLECT,EQ,INE306R01017,INTELLECT.NS,Unknown,Unknown,False,Cash,1
Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,IOB.NS,Unknown,Unknown,False,Cash,1
Indian Oil Corporation Ltd.,"Oil, Gas & Consumable Fuels",IOC,EQ,INE242A01010,IOC.NS,Unknown,Unknown,True,F&O,1
ION Exchange (India) Limited,Construction,IONEXCHANG,EQ,INE570A01022,IONEXCHANG.NS,Unknown,Unknown,False,Cash,1
IPCA Laboratories Limited,Healthcare,IPCALAB,EQ,INE571A01038,IPCALAB.NS,Unknown,Unknown,False,Cash,1
IRB Infrastructure Developers Limited,Construction,IRB,EQ,INE821I01022,IRB.NS,Unknown,Unknown,False,Cash,1
Ircon International Limited,Construction,IRCON,EQ,INE962Y01021,IRCON.NS,Unknown,Unknown,False,Cash,1
Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020,IRCTC.NS,Unknown,Unknown,False,Cash,1
Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,IREDA.NS,Unknown,Unknown,True,F&O,1
Indian Railway Finance Corporation Limited,Financial Services,IRFC,EQ,INE053F01010,IRFC.NS,Unknown,Unknown,True,F&O,1
Isgec Heavy Engineering Limited,Construction,ISGEC,EQ,INE858B01029,ISGEC.NS,Unknown,Unknown,False,Cash,1
ITC Limited,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,ITC.NS,Unknown,Unknown,True,F&O,1
ITC Hotels Ltd.,Consumer Services,ITCHOTELS,EQ,INE379A01028,ITCHOTELS.NS,Unknown,Unknown,False,Cash,1
India Tourism Development Corporation Limited,Consumer Services,ITDC,EQ,INE353K01014,ITDC.NS,Unknown,Unknown,False,Cash,1
ITI Limited,Telecommunication,ITI,EQ,INE248A01017,ITI.NS,Unknown,Unknown,False,Cash,1
The Jammu & Kashmir Bank Limited,Financial Services,J&KBANK,EQ,INE168A01041,J&KBANK.NS,Unknown,Unknown,False,Cash,1
Jai Corp Limited,Capital Goods,JAICORPLTD,EQ,INE070D01027,JAICORPLTD.NS,Unknown,Unknown,False,Cash,1
Jamna Auto Industries Limited,Automobile and Auto Components,JAMNAAUTO,EQ,INE039C01032,JAMNAAUTO.NS,Unknown,Unknown,False,Cash,1
Jayaswal Neco Industries Limited,Capital Goods,JAYNECOIND,EQ,INE854B01010,JAYNECOIND.NS,Unknown,Unknown,False,Cash,1
JB Chemicals & Pharmaceuticals Limited,Healthcare,JBCHEPHARM,EQ,INE572A01036,JBCHEPHARM.NS,Unknown,Unknown,False,Cash,1
JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01051,JBMA.NS,Unknown,Unknown,False,Cash,1
Jindal Saw Limited,Capital Goods,JINDALSAW,EQ,INE324A01024,JINDALSAW.NS,Unknown,Unknown,False,Cash,1
Jindal Steel & Power Limited,Metals & Mining,JINDALSTEL,EQ,INE749A01030,JINDALSTEL.NS,Unknown,Unknown,True,F&O,1
Jindal Worldwide Limited,Textiles,JINDWORLD,EQ,INE247D01039,JINDWORLD.NS,Unknown,Unknown,False,Cash,1
Jio Financial Services Limited,Financial Services,JIOFIN,EQ,INE758E01017,JIOFIN.NS,Unknown,Unknown,True,F&O,1
Jain Irrigation Systems Limited,Capital Goods,JISLJALEQS,EQ,INE175A01038,JISLJALEQS.NS,Unknown,Unknown,False,Cash,1
J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,JKCEMENT.NS,Unknown,Unknown,False,Cash,1
J.Kumar Infraprojects Limited,Construction,JKIL,EQ,INE576I01022,JKIL.NS,Unknown,Unknown,False,Cash,1
JK Lakshmi Cement Limited,Construction Materials,JKLAKSHMI,EQ,INE786A01032,JKLAKSHMI.NS,Unknown,Unknown,False,Cash,1
JK Paper Limited,Forest Materials,JKPAPER,EQ,INE789E01012,JKPAPER.NS,Unknown,Unknown,False,Cash,1
JK Tyre & Industries Limited,Automobile and Auto Components,JKTYRE,EQ,INE573A01042,JKTYRE.NS,Unknown,Unknown,False,Cash,1
Jupiter Life Line Hospitals Limited,Healthcare,JLHL,EQ,INE682M01012,JLHL.NS,Unknown,Unknown,False,Cash,1
JM Financial Limited,Financial Services,JMFINANCIL,EQ,INE780C01023,JMFINANCIL.NS,Unknown,Unknown,False,Cash,1
Jaiprakash Power Ventures Limited,Power,JPPOWER,EQ,INE351F01018,JPPOWER.NS,Unknown,Unknown,False,Cash,1
Jindal Stainless Limited,Metals & Mining,JSL,EQ,INE220G01021,JSL.NS,Unknown,Unknown,False,Cash,1
JSW Cement Ltd.,Construction Materials,JSWCEMENT,EQ,INE718I01012,JSWCEMENT.NS,Unknown,Unknown,False,Cash,1
JSW Energy Limited,Power,JSWENERGY,EQ,INE121E01018,JSWENERGY.NS,Unknown,Unknown,True,F&O,1
JSW Holdings Limited,Financial Services,JSWHL,EQ,INE824G01012,JSWHL.NS,Unknown,Unknown,False,Cash,1
JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026,JSWINFRA.NS,Unknown,Unknown,False,Cash,1
JSW Steel Limited,Metals & Mining,JSWSTEEL,EQ,INE019A01038,JSWSTEEL.NS,Unknown,Unknown,True,F&O,1
JTL INDUSTRIES LIMITED,Capital Goods,JTLIND,EQ,INE391J01024,JTLIND.NS,Unknown,Unknown,False,Cash,1
Jubilant Foodworks Limited,Consumer Services,JUBLFOOD,EQ,INE797F01020,JUBLFOOD.NS,Unknown,Unknown,True,F&O,1
Jubilant Ingrevia Limited,Chemicals,JUBLINGREA,EQ,INE0BY001018,JUBLINGREA.NS,Unknown,Unknown,False,Cash,1
Jubilant Pharmova Limited,Healthcare,JUBLPHARMA,EQ,INE700A01033,JUBLPHARMA.NS,Unknown,Unknown,False,Cash,1
Just Dial Limited,Consumer Services,JUSTDIAL,EQ,INE599M01018,JUSTDIAL.NS,Unknown,Unknown,False,Cash,1
Jupiter Wagons Limited,Capital Goods,JWL,EQ,INE209L01016,JWL.NS,Unknown,Unknown,False,Cash,1
Jyothy Labs Limited,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,JYOTHYLAB.NS,Unknown,Unknown,False,Cash,1
Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024,JYOTICNC.NS,Unknown,Unknown,False,Cash,1
Kajaria Ceramics Limited,Consumer Durables,KAJARIACER,EQ,INE217B01036,KAJARIACER.NS,Unknown,Unknown,False,Cash,1
Kalyan Jewellers India Limited,Consumer Durables,KALYANKJIL,EQ,INE303R01014,KALYANKJIL.NS,Unknown,Unknown,True,F&O,1
Kansai Nerolac Paints Limited,Consumer Durables,KANSAINER,EQ,INE531A01024,KANSAINER.NS,Unknown,Unknown,False,Cash,1
Karur Vysya Bank Limited,Financial Services,KARURVYSYA,EQ,INE036D01028,KARURVYSYA.NS,Unknown,Unknown,False,Cash,1
Kaynes Technology India Limited,Capital Goods,KAYNES,EQ,INE918Z01012,KAYNES.NS,Unknown,Unknown,True,F&O,1
KDDL Limited,Consumer Durables,KDDL,EQ,INE291D01011,KDDL.NS,Unknown,Unknown,False,Cash,1
KEC International Limited,Capital Goods,KEC,EQ,INE389H01022,KEC.NS,Unknown,Unknown,False,Cash,1
KEI Industries Limited,Capital Goods,KEI,EQ,INE878B01027,KEI.NS,Unknown,Unknown,True,F&O,1
Kfin Technologies Limited,Financial Services,KFINTECH,EQ,INE138Y01010,KFINTECH.NS,Unknown,Unknown,True,F&O,1
Krishna Institute of Medical Sciences Limited,Healthcare,KIMS,EQ,INE967H01017,KIMS.NS,Unknown,Unknown,False,Cash,1
Kirloskar Brothers Limited,Capital Goods,KIRLOSBROS,EQ,INE732A01036,KIRLOSBROS.NS,Unknown,Unknown,False,Cash,1
Kirloskar Oil Engines Limited,Capital Goods,KIRLOSENG,EQ,INE146L01010,KIRLOSENG.NS,Unknown,Unknown,False,Cash,1
Kirloskar Industries Limited,Capital Goods,KIRLOSIND,EQ,INE250A01039,KIRLOSIND.NS,Unknown,Unknown,False,Cash,1
Kewal Kiran Clothing Limited,Textiles,KKCL,EQ,INE401H01017,KKCL.NS,Unknown,Unknown,False,Cash,1
KNR Constructions Limited,Construction,KNRCON,EQ,INE634I01029,KNRCON.NS,Unknown,Unknown,False,Cash,1
Kolte - Patil Developers Limited,Realty,KOLTEPATIL,EQ,INE094I01018,KOLTEPATIL.NS,Unknown,Unknown,False,Cash,1
Kotak Mahindra Bank Limited,Financial Services,KOTAKBANK,EQ,INE237A01028,KOTAKBANK.NS,Unknown,Unknown,True,F&O,1
KPI Green Energy Limited,Power,KPIGREEN,EQ,INE542W01017,KPIGREEN.NS,Unknown,Unknown,False,Cash,1
Kalpataru Projects International Limited,Construction,KPIL,EQ,INE220B01022,KPIL.NS,Unknown,Unknown,False,Cash,1
KPIT Technologies Limited,Information Technology,KPITTECH,EQ,INE04I401011,KPITTECH.NS,Unknown,Unknown,True,F&O,1
K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,KPRMILL.NS,Unknown,Unknown,False,Cash,1
KRBL Limited,Fast Moving Consumer Goods,KRBL,EQ,INE001B01026,KRBL.NS,Unknown,Unknown,False,Cash,1
Ksb Limited,Capital Goods,KSB,EQ,INE999A01015,KSB.NS,Unknown,Unknown,False,Cash,1
Kaveri Seed Company Limited,Fast Moving Consumer Goods,KSCL,EQ,INE455I01029,KSCL.NS,Unknown,Unknown,False,Cash,1
Kalyani Steels Limited,Capital Goods,KSL,EQ,INE907A01026,KSL.NS,Unknown,Unknown,False,Cash,1
The Karnataka Bank Limited,Financial Services,KTKBANK,EQ,INE614B01018,KTKBANK.NS,Unknown,Unknown,False,Cash,1
Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024,LALPATHLAB.NS,Unknown,Unknown,False,Cash,1
La Opala RG Limited,Consumer Durables,LAOPALA,EQ,INE059D01020,LAOPALA.NS,Unknown,Unknown,False,Cash,1
Latent View Analytics Limited,Information Technology,LATENTVIEW,EQ,INE0I7C01011,LATENTVIEW.NS,Unknown,Unknown,False,Cash,1
Laurus Labs Limited,Healthcare,LAURUSLABS,EQ,INE947Q01028,LAURUSLABS.NS,Unknown,Unknown,True,F&O,1
Lemon Tree Hotels Limited,Consumer Services,LEMONTREE,EQ,INE970X01018,LEMONTREE.NS,Unknown,Unknown,False,Cash,1
LG Balakrishnan & Bros Limited,Automobile and Auto Components,LGBBROSLTD,EQ,INE337A01034,LGBBROSLTD.NS,Unknown,Unknown,False,Cash,1
LIC Housing Finance Limited,Financial Services,LICHSGFIN,EQ,INE115A01026,LICHSGFIN.NS,Unknown,Unknown,True,F&O,1
Life Insurance Corporation Of India,Financial Services,LICI,EQ,INE0J1Y01017,LICI.NS,Unknown,Unknown,True,F&O,1
Linde India Limited,Chemicals,LINDEINDIA,EQ,INE473A01011,LINDEINDIA.NS,Unknown,Unknown,False,Cash,1
Lloyds Metals And Energy Limited,Metals & Mining,LLOYDSME,EQ,INE281B01032,LLOYDSME.NS,Unknown,Unknown,False,Cash,1
Macrotech Developers Limited,Realty,LODHA,EQ,INE670K01029,LODHA.NS,Unknown,Unknown,True,F&O,1
Larsen & Toubro Limited,Construction,LT,EQ,INE018A01030,LT.NS,Unknown,Unknown,True,F&O,1
L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015,LTF.NS,Unknown,Unknown,True,F&O,1
LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020,LTFOODS.NS,Unknown,Unknown,False,Cash,1
LTIMindtree Ltd.,Information Technology,LTM,EQ,INE214T01019,LTM.NS,Unknown,Unknown,True,F&O,1
L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017,LTTS.NS,Unknown,Unknown,False,Cash,1
Lupin Limited,Healthcare,LUPIN,EQ,INE326A01037,LUPIN.NS,Unknown,Unknown,True,F&O,1
Lux Industries Limited,Textiles,LUXIND,EQ,INE150G01020,LUXIND.NS,Unknown,Unknown,False,Cash,1
Laxmi Organic Industries Limited,Chemicals,LXCHEM,EQ,INE576O01020,LXCHEM.NS,Unknown,Unknown,False,Cash,1
Mahindra & Mahindra Limited,Automobile and Auto Components,M&M,EQ,INE101A01026,M&M.NS,Unknown,Unknown,True,F&O,1
Mahindra & Mahindra Financial Services Limited,Financial Services,M&MFIN,EQ,INE774D01024,M&MFIN.NS,Unknown,Unknown,False,Cash,1
Bank of Maharashtra,Financial Services,MAHABANK,EQ,INE457A01014,MAHABANK.NS,Unknown,Unknown,False,Cash,1
Mahindra Lifespace Developers Limited,Realty,MAHLIFE,EQ,INE813A01018,MAHLIFE.NS,Unknown,Unknown,False,Cash,1
Maharashtra Scooters Limited,Financial Services,MAHSCOOTER,EQ,INE288A01013,MAHSCOOTER.NS,Unknown,Unknown,False,Cash,1
Maharashtra Seamless Limited,Capital Goods,MAHSEAMLES,EQ,INE271B01025,MAHSEAMLES.NS,Unknown,Unknown,False,Cash,1
Manappuram Finance Limited,Financial Services,MANAPPURAM,EQ,INE522D01027,MANAPPURAM.NS,Unknown,Unknown,True,F&O,1
Man Infraconstruction Limited,Construction,MANINFRA,EQ,INE949H01023,MANINFRA.NS,Unknown,Unknown,False,Cash,1
Mankind Pharma Limited,Healthcare,MANKIND,EQ,INE634S01028,MANKIND.NS,Unknown,Unknown,True,F&O,1
Vedant Fashions Limited,Consumer Services,MANYAVAR,EQ,INE825V01034,MANYAVAR.NS,Unknown,Unknown,False,Cash,1
C.E. Info Systems Limited,Information Technology,MAPMYINDIA,EQ,INE0BV301023,MAPMYINDIA.NS,Unknown,Unknown,False,Cash,1
Marico Limited,Fast Moving Consumer Goods,MARICO,EQ,INE196A01026,MARICO.NS,Unknown,Unknown,True,F&O,1
Marksans Pharma Limited,Healthcare,MARKSANS,EQ,INE750C01026,MARKSANS.NS,Unknown,Unknown,False,Cash,1
Maruti Suzuki India Limited,Automobile and Auto Components,MARUTI,EQ,INE585B01010,MARUTI.NS,Unknown,Unknown,True,F&O,1
MAS Financial Services Limited,Financial Services,MASFIN,EQ,INE348L01012,MASFIN.NS,Unknown,Unknown,False,Cash,1
Mastek Limited,Information Technology,MASTEK,EQ,INE759A01021,MASTEK.NS,Unknown,Unknown,False,Cash,1
Max Healthcare Institute Limited,Healthcare,MAXHEALTH,EQ,INE027H01010,MAXHEALTH.NS,Unknown,Unknown,True,F&O,1
Mazagon Dock Shipbuilders Limited,Capital Goods,MAZDOCK,EQ,INE249Z01012,MAZDOCK.NS,Unknown,Unknown,True,F&O,1
Multi Commodity Exchange of India Limited,Financial Services,MCX,EQ,INE745G01035,MCX.NS,Unknown,Unknown,True,F&O,1
Global Health Limited,Healthcare,MEDANTA,EQ,INE474Q01031,MEDANTA.NS,Unknown,Unknown,False,Cash,1
Medplus Health Services Limited,Consumer Services,MEDPLUS,EQ,INE804L01022,MEDPLUS.NS,Unknown,Unknown,False,Cash,1
Metro Brands Limited,Consumer Durables,METROBRAND,EQ,INE317I01021,METROBRAND.NS,Unknown,Unknown,False,Cash,1
Metropolis Healthcare Limited,Healthcare,METROPOLIS,EQ,INE112L01020,METROPOLIS.NS,Unknown,Unknown,False,Cash,1
Max Financial Services Limited,Financial Services,MFSL,EQ,INE180A01020,MFSL.NS,Unknown,Unknown,True,F&O,1
Mahanagar Gas Limited,"Oil, Gas & Consumable Fuels",MGL,EQ,INE002S01010,MGL.NS,Unknown,Unknown,False,Cash,1
Mahindra Holidays & Resorts India Limited,Consumer Services,MHRIL,EQ,INE998I01010,MHRIL.NS,Unknown,Unknown,False,Cash,1
Mishra Dhatu Nigam Limited,Capital Goods,MIDHANI,EQ,INE099Z01011,MIDHANI.NS,Unknown,Unknown,False,Cash,1
Minda Corporation Limited,Automobile and Auto Components,MINDACORP,EQ,INE842C01021,MINDACORP.NS,Unknown,Unknown,False,Cash,1
MMTC Limited,Services,MMTC,EQ,INE123F01029,MMTC.NS,Unknown,Unknown,False,Cash,1
Samvardhana Motherson International Limited,Automobile and Auto Components,MOTHERSON,EQ,INE775A01035,MOTHERSON.NS,Unknown,Unknown,True,F&O,1
Motilal Oswal Financial Services Limited,Financial Services,MOTILALOFS,EQ,INE338I01027,MOTILALOFS.NS,Unknown,Unknown,True,F&O,1
MphasiS Limited,Information Technology,MPHASIS,EQ,INE356A01018,MPHASIS.NS,Unknown,Unknown,True,F&O,1
MRF Limited,Automobile and Auto Components,MRF,EQ,INE883A01011,MRF.NS,Unknown,Unknown,False,Cash,1
Mangalore Refinery and Petrochemicals Limited,"Oil, Gas & Consumable Fuels",MRPL,EQ,INE103A01014,MRPL.NS,Unknown,Unknown,False,Cash,1
Mstc Limited,Services,MSTCLTD,EQ,INE255X01014,MSTCLTD.NS,Unknown,Unknown,False,Cash,1
Motherson Sumi Wiring India Limited,Automobile and Auto Components,MSUMI,EQ,INE0FS801015,MSUMI.NS,Unknown,Unknown,False,Cash,1
Mtar Technologies Limited,Capital Goods,MTARTECH,EQ,INE864I01014,MTARTECH.NS,Unknown,Unknown,False,Cash,1
Muthoot Finance Limited,Financial Services,MUTHOOTFIN,EQ,INE414G01012,MUTHOOTFIN.NS,Unknown,Unknown,True,F&O,1
Nippon Life India Asset Management Limited,Financial Services,NAM-INDIA,EQ,INE298J01013,NAM-INDIA.NS,Unknown,Unknown,True,F&O,1
Natco Pharma Limited,Healthcare,NATCOPHARM,EQ,INE987B01026,NATCOPHARM.NS,Unknown,Unknown,False,Cash,1
National Aluminium Company Limited,Metals & Mining,NATIONALUM,EQ,INE139A01034,NATIONALUM.NS,Unknown,Unknown,True,F&O,1
Info Edge (India) Limited,Consumer Services,NAUKRI,EQ,INE663F01024,NAUKRI.NS,Unknown,Unknown,True,F&O,1
NAVA LIMITED,Power,NAVA,EQ,INE725A01022,NAVA.NS,Unknown,Unknown,False,Cash,1
Navin Fluorine International Limited,Chemicals,NAVINFLUOR,EQ,INE048G01026,NAVINFLUOR.NS,Unknown,Unknown,False,Cash,1
Navneet Education Limited,"Media, Entertainment & Publication",NAVNETEDUL,EQ,INE060A01024,NAVNETEDUL.NS,Unknown,Unknown,False,Cash,1
Nazara Technologies Limited,"Media, Entertainment & Publication",NAZARA,EQ,INE418L01021,NAZARA.NS,Unknown,Unknown,False,Cash,1
NBCC (India) Ltd.,Construction,NBCC,EQ,INE095N01031,NBCC.NS,Unknown,Unknown,True,F&O,1
NCC Limited,Construction,NCC,EQ,INE868B01028,NCC.NS,Unknown,Unknown,False,Cash,1
Neogen Chemicals Limited,Chemicals,NEOGEN,EQ,INE136S01016,NEOGEN.NS,Unknown,Unknown,False,Cash,1
Nesco Limited,Services,NESCO,EQ,INE317F01035,NESCO.NS,Unknown,Unknown,False,Cash,1
Nestle India Limited,Fast Moving Consumer Goods,NESTLEIND,EQ,INE239A01016,NESTLEIND.NS,Unknown,Unknown,True,F&O,1
Netweb Technologies India Limited,Information Technology,NETWEB,EQ,INE0NT901020,NETWEB.NS,Unknown,Unknown,False,Cash,1
Network18 Media & Investments Limited,"Media, Entertainment & Publication",NETWORK18,EQ,INE870H01013,NETWORK18.NS,Unknown,Unknown,False,Cash,1
Neuland Laboratories Limited,Healthcare,NEULANDLAB,EQ,INE794A01010,NEULANDLAB.NS,Unknown,Unknown,False,Cash,1
Newgen Software Technologies Limited,Information Technology,NEWGEN,EQ,INE619B01017,NEWGEN.NS,Unknown,Unknown,False,Cash,1
National Fertilizers Limited,Chemicals,NFL,EQ,INE870D01012,NFL.NS,Unknown,Unknown,False,Cash,1
Narayana Hrudayalaya Ltd.,Healthcare,NH,EQ,INE410P01011,NH.NS,Unknown,Unknown,False,Cash,1
NHPC Limited,Power,NHPC,EQ,INE848E01016,NHPC.NS,Unknown,Unknown,True,F&O,1
