Company Name,Industry,Symbol,Series,ISIN Code,f&o
360 ONE WAM LIMITED,Financial Services,360ONE,EQ,INE466L01038,F&O
3M India Limited,Diversified,3MINDIA,EQ,INE470A01017,#N/A
Aadhar Housing Finance Ltd.,Financial Services,AADHARHFC,EQ,INE883F01010,#N/A
Aarti Drugs Limited,Healthcare,AARTIDRUGS,EQ,INE767A01016,#N/A
Aarti Industries Limited,Chemicals,AARTIIND,EQ,INE769A01020,#N/A
Aarti Pharmalabs Limited,Healthcare,AARTIPHARM,EQ,INE0LRU01027,#N/A
Aavas Financiers Ltd.,Financial Services,AAVAS,EQ,INE216P01012,#N/A
ABB India Limited,Capital Goods,ABB,EQ,INE117A01022,F&O
Abbott India Limited,Healthcare,ABBOTINDIA,EQ,INE358A01014,#N/A
Aditya Birla Capital Limited,Financial Services,ABCAPITAL,EQ,INE674K01013,F&O
Aditya Birla Fashion and Retail Limited,Consumer Services,ABFRL,EQ,INE647O01011,#N/A
Aditya Birla Lifestyle Brands Ltd.,Consumer Services,ABLBL,EQ,INE14LE01019,#N/A
Aditya Birla Real Estate Ltd.,Forest Materials,ABREL,EQ,INE055A01016,#N/A
Aditya Birla Sun Life AMC Limited,Financial Services,ABSLAMC,EQ,INE404A01024,#N/A
ACC Limited,Construction Materials,ACC,EQ,INE012A01025,#N/A
Action Construction Equipment Limited,Capital Goods,ACE,EQ,INE731H01025,#N/A
Archean Chemical Industries Limited,Chemicals,ACI,EQ,INE128X01021,#N/A
ACME Solar Holdings Ltd.,Power,ACMESOLAR,EQ,INE622W01025,#N/A
Adani Energy Solutions Limited,Power,ADANIENSOL,EQ,INE931S01010,F&O
Adani Enterprises Limited,Metals & Mining,ADANIENT,EQ,INE423A01024,F&O
Adani Green Energy Limited,Power,ADANIGREEN,EQ,INE364U01010,F&O
Adani Ports and Special Economic Zone Limited,Services,ADANIPORTS,EQ,INE742F01042,F&O
Adani Power Limited,Power,ADANIPOWER,EQ,INE814H01011,F&O
Advanced Enzyme Technologies Limited,Healthcare,ADVENZYMES,EQ,INE837H01020,#N/A
Aegis Logistics Ltd.,"Oil, Gas & Consumable Fuels",AEGISLOG,EQ,INE208C01025,#N/A
Aegis Vopak Terminals Ltd.,"Oil, Gas & Consumable Fuels",AEGISVOPAK,EQ,INE0INX01018,#N/A
Aether Industries Limited,Chemicals,AETHER,EQ,INE0BWX01014,#N/A
Afcons Infrastructure Ltd.,Construction,AFCONS,EQ,INE101I01011,#N/A
Affle (India) Limited,Information Technology,AFFLE,EQ,INE00WC01027,#N/A
Dr. Agarwal's Health Care Ltd.,Healthcare,AGARWALEYE,EQ,INE943P01029,#N/A
AGI Greenpac Limited,Capital Goods,AGI,EQ,INE415A01038,#N/A
Ahluwalia Contracts (India) Limited,Construction,AHLUCONT,EQ,INE758C01029,#N/A
AIA Engineering Limited,Capital Goods,AIAENG,EQ,INE212H01026,#N/A
Authum Investment & Infrastructure Ltd.,Financial Services,AIIL,EQ,INE206F01022,#N/A
Ajanta Pharma Limited,Healthcare,AJANTPHARM,EQ,INE031B01049,#N/A
Akums Drugs and Pharmaceuticals Ltd.,Healthcare,AKUMS,EQ,INE09XN01023,#N/A
Akzo Nobel India Limited,Consumer Durables,AKZOINDIA,EQ,INE133A01011,#N/A
Alkem Laboratories Limited,Healthcare,ALKEM,EQ,INE540L01014,F&O
Alkyl Amines Chemicals Limited,Chemicals,ALKYLAMINE,EQ,INE150B01039,#N/A
Allcargo Logistics Limited,Services,ALLCARGO,EQ,INE418H01029,#N/A
Alok Industries Limited,Textiles,ALOKINDS,EQ,INE270A01029,#N/A
Amber Enterprises India Limited,Consumer Durables,AMBER,EQ,INE371P01015,F&O
Ambuja Cements Limited,Construction Materials,AMBUJACEM,EQ,INE079A01024,F&O
Anand Rathi Wealth Limited,Financial Services,ANANDRATHI,EQ,INE463V01026,#N/A
Anant Raj Limited,Realty,ANANTRAJ,EQ,INE242C01024,#N/A
Angel One Limited,Financial Services,ANGELONE,EQ,INE732I01013,F&O
Anupam Rasayan India Limited,Chemicals,ANURAS,EQ,INE930P01018,#N/A
Apar Industries Limited,Capital Goods,APARINDS,EQ,INE372A01015,#N/A
APL Apollo Tubes Limited,Capital Goods,APLAPOLLO,EQ,INE702C01027,F&O
Alembic Pharmaceuticals Limited,Healthcare,APLLTD,EQ,INE901L01018,#N/A
Apollo Micro Systems Limited,Capital Goods,APOLLO,EQ,INE713T01028,#N/A
Apollo Hospitals Enterprise Limited,Healthcare,APOLLOHOSP,EQ,INE437A01024,F&O
Apollo Tyres Limited,Automobile and Auto Components,APOLLOTYRE,EQ,INE438A01022,#N/A
Aptus Value Housing Finance India Limited,Financial Services,APTUS,EQ,INE852O01025,#N/A
Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,ARE&M,EQ,INE885A01032,#N/A
Arvind Limited,Textiles,ARVIND,EQ,INE034A01011,#N/A
Arvind Fashions Limited,Consumer Services,ARVINDFASN,EQ,INE955V01021,#N/A
Asahi India Glass Limited,Automobile and Auto Components,ASAHIINDIA,EQ,INE439A01020,#N/A
Ashoka Buildcon Limited,Construction,ASHOKA,EQ,INE442H01029,#N/A
Ashok Leyland Limited,Capital Goods,ASHOKLEY,EQ,INE208A01029,F&O
Asian Paints Limited,Consumer Durables,ASIANPAINT,EQ,INE021A01026,F&O
Aster DM Healthcare Limited,Healthcare,ASTERDM,EQ,INE914M01019,#N/A
Astral Limited,Capital Goods,ASTRAL,EQ,INE006I01046,F&O
Astra Microwave Products Limited,Capital Goods,ASTRAMICRO,EQ,INE386C01029,#N/A
AstraZeneca Pharma India Limited,Healthcare,ASTRAZEN,EQ,INE203A01020,#N/A
Adani Total Gas Limited,"Oil, Gas & Consumable Fuels",ATGL,EQ,INE399L01023,#N/A
Ather Energy Ltd.,Automobile and Auto Components,ATHERENERG,EQ,INE0LEZ01016,#N/A
Atul Limited,Chemicals,ATUL,EQ,INE100A01010,#N/A
AU Small Finance Bank Limited,Financial Services,AUBANK,EQ,INE949L01017,F&O
Aurobindo Pharma Limited,Healthcare,AUROPHARMA,EQ,INE406A01037,F&O
Adani Wilmar Limited,Fast Moving Consumer Goods,AWL,EQ,INE699H01024,#N/A
Axis Bank Limited,Financial Services,AXISBANK,EQ,INE238A01034,F&O
Bajaj Auto Limited,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010,F&O
Bajaj Consumer Care Limited,Fast Moving Consumer Goods,BAJAJCON,EQ,INE933K01021,#N/A
Bajaj Finserv Limited,Financial Services,BAJAJFINSV,EQ,INE918I01026,F&O
Bajaj Housing Finance Ltd.,Financial Services,BAJAJHFL,EQ,INE377Y01014,#N/A
Bajaj Hindusthan Sugar Limited,Fast Moving Consumer Goods,BAJAJHIND,EQ,INE306A01021,#N/A
Bajaj Holdings & Investment Limited,Financial Services,BAJAJHLDNG,EQ,INE118A01012,F&O
Bajaj Finance Limited,Financial Services,BAJFINANCE,EQ,INE296A01024,F&O
Balaji Amines Limited,Chemicals,BALAMINES,EQ,INE050E01027,#N/A
Balkrishna Industries Limited,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026,#N/A
Balmer Lawrie & Company Limited,Diversified,BALMLAWRIE,EQ,INE164A01016,#N/A
Balrampur Chini Mills Limited,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028,#N/A
Banco Products (I) Limited,Automobile and Auto Components,BANCOINDIA,EQ,INE213C01025,#N/A
Bandhan Bank Limited,Financial Services,BANDHANBNK,EQ,INE545U01014,F&O
Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039,F&O
Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016,F&O
BASF India Limited,Chemicals,BASF,EQ,INE373A01013,#N/A
Bata India Limited,Consumer Durables,BATAINDIA,EQ,INE176A01028,#N/A
Bayer Cropscience Limited,Chemicals,BAYERCROP,EQ,INE462A01022,#N/A
Bharat Bijlee Limited,Capital Goods,BBL,EQ,INE464A01028,#N/A
Black Box Limited,Information Technology,BBOX,EQ,INE676A01027,#N/A
Bombay Burmah Trading Corporation Limited,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025,#N/A
Bharat Dynamics Limited,Capital Goods,BDL,EQ,INE171Z01018,F&O
Mrs. Bectors Food Specialities Limited,Fast Moving Consumer Goods,BECTORFOOD,EQ,INE495P01012,#N/A
Bharat Electronics Limited,Capital Goods,BEL,EQ,INE263A01024,F&O
BEML Limited,Capital Goods,BEML,EQ,INE258A01016,#N/A
Berger Paints (I) Limited,Consumer Durables,BERGEPAINT,EQ,INE463A01038,#N/A
Bharat Forge Limited,Capital Goods,BHARATFORG,EQ,INE465A01025,F&O
Bharat Rasayan Limited,Chemicals,BHARATRAS,EQ,INE838B01013,#N/A
Bharti Airtel Limited,Telecommunication,BHARTIARTL,EQ,INE397D01024,F&O
Bharti Hexacom Ltd.,Telecommunication,BHARTIHEXA,EQ,INE343G01021,#N/A
Bharat Heavy Electricals Limited,Capital Goods,BHEL,EQ,INE257A01026,F&O
Bikaji Foods International Limited,Fast Moving Consumer Goods,BIKAJI,EQ,INE00E101023,#N/A
Biocon Ltd.,Healthcare,BIOCON,EQ,INE376G01013,F&O
Birla Corporation Limited,Construction Materials,BIRLACORPN,EQ,INE340A01012,#N/A
BLS International Services Ltd.,Consumer Services,BLS,EQ,INE153T01027,#N/A
Blue Dart Express Limited,Services,BLUEDART,EQ,INE233B01017,#N/A
Blue Jet Healthcare Ltd.,Healthcare,BLUEJET,EQ,INE0KBH01020,#N/A
Blue Star Limited,Consumer Durables,BLUESTARCO,EQ,INE472A01039,F&O
Bombay Dyeing & Mfg Company Limited,Textiles,BOMDYEING,EQ,INE032A01023,#N/A
Borosil Limited,Consumer Durables,BOROLTD,EQ,INE02PY01013,#N/A
BOROSIL RENEWABLES LIMITED,Capital Goods,BORORENEW,EQ,INE666D01022,#N/A
Bosch Limited,Automobile and Auto Components,BOSCHLTD,EQ,INE323A01026,F&O
Bharat Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",BPCL,EQ,INE029A01011,F&O
Brigade Enterprises Limited,Realty,BRIGADE,EQ,INE791I01019,#N/A
Britannia Industries Limited,Fast Moving Consumer Goods,BRITANNIA,EQ,INE216A01030,F&O
BSE Ltd.,Financial Services,BSE,EQ,INE118H01025,F&O
BIRLASOFT LIMITED,Information Technology,BSOFT,EQ,INE836A01035,#N/A
Campus Activewear Limited,Consumer Durables,CAMPUS,EQ,INE278Y01022,#N/A
Computer Age Management Services Limited,Financial Services,CAMS,EQ,INE596I01012,F&O
Canara Bank,Financial Services,CANBK,EQ,INE476A01014,F&O
Can Fin Homes Limited,Financial Services,CANFINHOME,EQ,INE477A01020,#N/A
Caplin Point Laboratories Limited,Healthcare,CAPLIPOINT,EQ,INE475E01026,#N/A
Carborundum Universal Limited,Capital Goods,CARBORUNIV,EQ,INE120A01034,#N/A
Cartrade Tech Limited,Consumer Services,CARTRADE,EQ,INE290S01011,#N/A
Castrol India Limited,"Oil, Gas & Consumable Fuels",CASTROLIND,EQ,INE172A01027,#N/A
CCL Products (India) Limited,Fast Moving Consumer Goods,CCL,EQ,INE421D01022,#N/A
Central Depository Services (India) Ltd.,Financial Services,CDSL,EQ,INE736A01011,F&O
Ceat Ltd.,Automobile and Auto Components,CEATLTD,EQ,INE482A01020,#N/A
Central Bank of India,Financial Services,CENTRALBK,EQ,INE483A01010,#N/A
Century Plyboards (India) Limited,Consumer Durables,CENTURYPLY,EQ,INE348B01021,#N/A
Cera Sanitaryware Limited,Consumer Durables,CERA,EQ,INE739E01017,#N/A
CESC Limited,Power,CESC,EQ,INE486A01021,#N/A
Capri Global Capital Limited,Financial Services,CGCL,EQ,INE180C01026,#N/A
CG Power and Industrial Solutions Limited,Capital Goods,CGPOWER,EQ,INE067A01029,F&O
Chalet Hotels Limited,Consumer Services,CHALET,EQ,INE427F01016,#N/A
Chambal Fertilizers & Chemicals Limited,Chemicals,CHAMBLFERT,EQ,INE085A01013,#N/A
Chemplast Sanmar Limited,Chemicals,CHEMPLASTS,EQ,INE488A01050,#N/A
Chennai Petroleum Corporation Limited,"Oil, Gas & Consumable Fuels",CHENNPETRO,EQ,INE178A01016,#N/A
Choice International Limited,Financial Services,CHOICEIN,EQ,INE102B01014,#N/A
Cholamandalam Investment and Finance Company Limited,Financial Services,CHOLAFIN,EQ,INE121A01024,F&O
Cholamandalam Financial Holdings Limited,Financial Services,CHOLAHLDNG,EQ,INE149A01033,#N/A
CIE Automotive India Limited,Automobile and Auto Components,CIEINDIA,EQ,INE536H01010,#N/A
Cipla Limited,Healthcare,CIPLA,EQ,INE059A01026,F&O
Clean Science and Technology Limited,Chemicals,CLEAN,EQ,INE227W01023,#N/A
CMS Info Systems Limited,Services,CMSINFO,EQ,INE925R01014,#N/A
Coal India Limited,"Oil, Gas & Consumable Fuels",COALINDIA,EQ,INE522F01014,F&O
Cochin Shipyard Limited,Capital Goods,COCHINSHIP,EQ,INE704P01017,F&O
Coforge Limited,Information Technology,COFORGE,EQ,INE591G01017,F&O
Cohance Lifesciences Ltd.,Healthcare,COHANCE,EQ,INE03QK01018,#N/A
Colgate Palmolive (India) Limited,Fast Moving Consumer Goods,COLPAL,EQ,INE259A01022,F&O
Container Corporation of India Limited,Services,CONCOR,EQ,INE111A01025,F&O
Concord Biotech Limited,Healthcare,CONCORDBIO,EQ,INE338H01029,#N/A
Coromandel International Limited,Chemicals,COROMANDEL,EQ,INE169A01031,#N/A
Craftsman Automation Limited,Automobile and Auto Components,CRAFTSMAN,EQ,INE00LO01017,#N/A
CREDITACCESS GRAMEEN LIMITED,Financial Services,CREDITACC,EQ,INE741K01010,#N/A
CRISIL Limited,Financial Services,CRISIL,EQ,INE007A01025,#N/A
Crompton Greaves Consumer Electricals Limited,Consumer Durables,CROMPTON,EQ,INE299U01018,F&O
CSB Bank Limited,Financial Services,CSBBANK,EQ,INE679A01013,#N/A
